117	1569952003845	-0.079	0.006	9.887	0
118	1569952003855	-0.082	0.005	9.908	0
119	1569952003865	-0.091	0.005	9.897	0
120	1569952003875	-0.091	0.016	9.898	0
121	1569952003885	-0.087	0.004	9.898	0
122	1569952003895	-0.075	0.005	9.881	0
123	1569952003905	-0.087	-0.002	9.889	0
124	1569952003915	-0.093	0.01	9.879	0
125	1569952003925	-0.096	-0.007	9.895	0
126	1569952003935	-0.089	0.005	9.89	0
127	1569952003945	-0.078	-0.004	9.907	0
128	1569952003956	-0.082	0.013	9.909	0
129	1569952003965	-0.099	-0.015	9.883	0
130	1569952003975	-0.084	-0.006	9.902	0
131	1569952003985	-0.089	0.007	9.886	0
132	1569952003995	-0.09	0.006	9.89	0
133	1569952004005	-0.096	0.005	9.901	0
134	1569952004015	-0.074	-0.004	9.89	0
135	1569952004026	-0.086	0.01	9.881	0
136	1569952004036	-0.087	0.006	9.9	0
137	1569952004045	-0.102	0.017	9.904	0
138	1569952004055	-0.088	0.005	9.891	0
139	1569952004065	-0.095	0.004	9.896	0
140	1569952004075	-0.074	0.003	9.886	0
141	1569952004085	-0.082	-0.002	9.889	0
142	1569952004095	-0.09	-0.007	9.898	0
143	1569952004107	-0.085	0.002	9.875	0
144	1569952004115	-0.077	0.007	9.893	0
145	1569952004125	-0.091	0.013	9.884	0
146	1569952004135	-0.073	0.001	9.878	0
147	1569952004145	-0.076	0.01	9.882	0
148	1569952004155	-0.092	0.001	9.887	0
149	1569952004165	-0.076	0.003	9.888	0
150	1569952004175	-0.092	-0.002	9.889	0
151	1569952004185	-0.105	-0.005	9.897	0
152	1569952004195	-0.085	0.004	9.896	0
153	1569952004205	-0.071	0.005	9.909	0
154	1569952004216	-0.089	0.005	9.917	0
155	1569952004225	-0.072	-0.003	9.894	0
156	1569952004235	-0.082	-0.009	9.896	0
157	1569952004245	-0.082	0.002	9.883	0
158	1569952004255	-0.08	0.017	9.884	0
159	1569952004265	-0.084	0.013	9.9	0
160	1569952004276	-0.091	-0.01	9.907	0
161	1569952004285	-0.087	-0.001	9.896	0
162	1569952004295	-0.086	-0.001	9.89	0
163	1569952004305	-0.072	0.01	9.904	0
164	1569952004315	-0.078	0.006	9.887	0
165	1569952004325	-0.08	0.012	9.904	0
166	1569952004335	-0.098	0.003	9.893	0
167	1569952004345	-0.086	0.03	9.914	0
168	1569952004355	-0.086	0.004	9.898	0
169	1569952004365	-0.086	-0.005	9.884	0
170	1569952004375	-0.098	0.006	9.889	0
171	1569952004385	-0.086	0.002	9.911	0
172	1569952004395	-0.076	-0.001	9.896	0
173	1569952004405	-0.093	-0.007	9.896	0
174	1569952004416	-0.083	-0.005	9.899	0
175	1569952004425	-0.095	-0.005	9.916	0
176	1569952004436	-0.095	0.008	9.89	0
177	1569952004445	-0.105	0.014	9.89	0
178	1569952004455	-0.072	-0.002	9.888	0
179	1569952004467	-0.088	-0.001	9.881	0
180	1569952004476	-0.081	-0.005	9.913	0
181	1569952004485	-0.077	0.013	9.896	0
182	1569952004495	-0.092	0.011	9.89	0
183	1569952004505	-0.089	0.019	9.898	0
184	1569952004515	-0.088	-0.002	9.889	0
185	1569952004525	-0.09	0.007	9.905	0
186	1569952004536	-0.086	0.009	9.916	0
187	1569952004545	-0.095	0.012	9.916	0
188	1569952004555	-0.089	-0.001	9.928	0
189	1569952004565	-0.084	0.001	9.901	0
190	1569952004576	-0.069	0.001	9.889	0
191	1569952004586	-0.079	-0.001	9.877	0
192	1569952004595	-0.083	-0.002	9.902	0
193	1569952004606	-0.093	0.002	9.911	0
194	1569952004616	-0.092	0.001	9.902	0
195	1569952004626	-0.08	0.014	9.907	0
196	1569952004636	-0.081	0.002	9.895	0
197	1569952004645	-0.084	0.016	9.896	0
198	1569952004656	-0.089	0.003	9.889	0
199	1569952004666	-0.08	0.005	9.884	0
200	1569952004675	-0.087	0.004	9.901	0
201	1569952004685	-0.083	0.02	9.912	0
202	1569952004695	-0.088	0.002	9.895	0
203	1569952004705	-0.088	-0.01	9.874	0
204	1569952004715	-0.085	0.007	9.895	0
205	1569952004725	-0.072	0.014	9.878	0
206	1569952004735	-0.093	0.009	9.891	0
207	1569952004745	-0.084	-0.002	9.899	0
208	1569952004755	-0.087	-0.016	9.902	0
209	1569952004765	-0.105	-0.003	9.91	0
210	1569952004775	-0.09	-0.02	9.906	0
211	1569952004785	-0.092	-0.008	9.881	0
212	1569952004795	-0.105	-0.004	9.879	0
213	1569952004805	-0.092	0.003	9.883	0
214	1569952004815	-0.099	0.001	9.879	0
215	1569952004825	-0.086	-0.007	9.889	0
216	1569952004835	-0.086	-0.001	9.902	0
217	1569952004845	-0.085	-0.006	9.913	0
218	1569952004855	-0.085	0.011	9.88	0
219	1569952004865	-0.095	-0.01	9.902	0
220	1569952004875	-0.074	0.016	9.895	0
221	1569952004885	-0.074	-0.004	9.895	0
222	1569952004895	-0.083	0.01	9.904	0
223	1569952004905	-0.089	0.013	9.888	0
224	1569952004915	-0.086	0.002	9.901	0
225	1569952004925	-0.087	-0.009	9.89	0
226	1569952004935	-0.083	0.01	9.88	0
227	1569952004945	-0.089	0.001	9.905	0
228	1569952004955	-0.08	0.004	9.892	0
229	1569952004965	-0.096	-0.013	9.901	0
230	1569952004975	-0.071	0.019	9.901	0
231	1569952004985	-0.08	0.019	9.9	0
232	1569952004995	-0.08	0.002	9.895	0
233	1569952005005	-0.071	0.029	9.907	0
234	1569952005015	-0.075	0.007	9.907	0
235	1569952005025	-0.081	-0.004	9.89	0
236	1569952005035	-0.1	0.003	9.9	0
237	1569952005045	-0.084	0.013	9.893	0
238	1569952005055	-0.096	0.019	9.877	0
239	1569952005065	-0.081	0.011	9.923	0
240	1569952005075	-0.083	0.014	9.886	0
241	1569952005085	-0.089	0.002	9.882	0
242	1569952005095	-0.09	-0.007	9.881	0
243	1569952005105	-0.093	0.001	9.907	0
244	1569952005115	-0.084	0.01	9.898	0
245	1569952005125	-0.093	0.01	9.894	0
246	1569952005135	-0.101	0.01	9.88	0
247	1569952005145	-0.096	0.007	9.883	0
248	1569952005155	-0.084	-0.005	9.897	0
249	1569952005165	-0.08	-0.005	9.888	0
250	1569952005175	-0.08	-0.001	9.899	0
251	1569952005185	-0.088	0.01	9.898	0
252	1569952005195	-0.081	0.019	9.892	0
253	1569952005205	-0.083	-0.013	9.894	0
254	1569952005215	-0.083	-0.002	9.896	0
255	1569952005225	-0.101	0.014	9.907	0
256	1569952005235	-0.096	-0.005	9.893	0
257	1569952005245	-0.085	0.029	9.902	0
258	1569952005255	-0.086	0.004	9.913	0
259	1569952005265	-0.06	-0.001	9.917	0
260	1569952005275	-0.085	0.007	9.903	0
261	1569952005285	-0.093	0.019	9.898	0
262	1569952005295	-0.088	0.016	9.878	0
263	1569952005305	-0.079	0.013	9.885	0
264	1569952005315	-0.087	0.001	9.895	0
265	1569952005325	-0.092	0.013	9.897	0
266	1569952005335	-0.091	-0.002	9.888	0
267	1569952005345	-0.086	0.025	9.893	0
268	1569952005355	-0.099	0.003	9.914	0
269	1569952005365	-0.089	0.001	9.891	0
270	1569952005375	-0.084	0.016	9.905	0
271	1569952005385	-0.08	0.015	9.888	0
272	1569952005395	-0.099	0.004	9.889	0
273	1569952005405	-0.081	-0.004	9.909	0
274	1569952005415	-0.096	-0.008	9.9	0
275	1569952005425	-0.092	0.013	9.887	0
276	1569952005435	-0.087	0.006	9.883	0
277	1569952005445	-0.073	0.016	9.891	0
278	1569952005455	-0.081	-0.002	9.879	0
279	1569952005465	-0.089	0.005	9.903	0
280	1569952005479	-0.075	0.005	9.919	0
281	1569952005485	-0.08	0.004	9.897	0
282	1569952005495	-0.084	-0.004	9.901	0
283	1569952005508	-0.079	-0.001	9.908	0
284	1569952005515	-0.08	0.009	9.899	0
285	1569952005525	-0.072	0.004	9.894	0
286	1569952005535	-0.089	-0.001	9.903	0
287	1569952005545	-0.083	0.153	9.919	0
288	1569952005555	-0.083	0.006	9.899	0
289	1569952005565	-0.099	-0.004	9.899	0
290	1569952005575	-0.087	0.007	9.903	0
291	1569952005586	-0.086	0.011	9.896	0
292	1569952005595	-0.086	0.002	9.92	0
293	1569952005605	-0.092	0.008	9.88	0
294	1569952005616	-0.082	0.013	9.9	0
295	1569952005625	-0.089	-0.007	9.896	0
296	1569952005649	-0.087	-0.008	9.883	0
297	1569952005650	-0.063	0.007	9.896	0
298	1569952005665	-0.08	-0.001	9.891	0
299	1569952005666	-0.095	0.011	9.888	0
300	1569952005675	-0.081	-0.007	9.898	0
301	1569952005685	-0.08	0.008	9.906	0
302	1569952005695	-0.081	-0.003	9.894	0
303	1569952005705	-0.072	-0.001	9.908	0
304	1569952005715	-0.069	0.005	9.902	0
305	1569952005725	-0.092	0.001	9.883	0
306	1569952005735	-0.083	0.001	9.887	0
307	1569952005745	-0.095	-0.005	9.91	0
308	1569952005755	-0.09	0.01	9.894	0
309	1569952005765	-0.095	-0.01	9.893	0
310	1569952005775	-0.077	0.004	9.896	0
311	1569952005785	-0.07	0.004	9.898	0
312	1569952005795	-0.088	0.006	9.901	0
313	1569952005805	-0.108	0.023	9.897	0
314	1569952005815	-0.092	0.011	9.902	0
315	1569952005825	-0.085	0.001	9.908	0
316	1569952005835	-0.089	0.001	9.899	0
317	1569952005845	-0.083	0.001	9.904	0
318	1569952005855	-0.079	0.016	9.919	0
319	1569952005865	-0.089	0.024	9.903	0
320	1569952005875	-0.107	-0.001	9.913	0
321	1569952005885	-0.092	0.01	9.897	0
322	1569952005895	-0.093	0.01	9.91	0
323	1569952005905	-0.089	0.001	9.917	0
324	1569952005915	-0.092	0.032	9.902	0
325	1569952005925	-0.092	0.005	9.902	0
326	1569952005935	-0.082	-0.003	9.901	0
327	1569952005945	-0.083	-0.001	9.897	0
328	1569952005955	-0.083	0.004	9.889	0
329	1569952005965	-0.089	0.002	9.898	0
330	1569952005975	-0.079	0.002	9.892	0
331	1569952005985	-0.09	0.004	9.895	0
332	1569952005995	-0.093	-0.004	9.895	0
333	1569952006005	-0.092	0.008	9.904	0
334	1569952006015	-0.074	-0.001	9.878	0
335	1569952006025	-0.091	0.01	9.89	0
336	1569952006035	-0.087	0.004	9.898	0
337	1569952006046	-0.096	0.001	9.887	0
338	1569952006055	-0.086	-0.002	9.886	0
339	1569952006066	-0.086	0.001	9.881	0
340	1569952006075	-0.075	-0.005	9.895	0
341	1569952006085	-0.081	0.001	9.913	0
342	1569952006095	-0.072	0.016	9.885	0
343	1569952006106	-0.096	-0.002	9.898	0
344	1569952006115	-0.09	-0.002	9.886	0
345	1569952006125	-0.09	-0.004	9.886	0
346	1569952006135	-0.084	0.028	9.875	0
347	1569952006145	-0.101	0.003	9.905	0
348	1569952006155	-0.086	0.003	9.901	0
349	1569952006165	-0.081	0.005	9.888	0
350	1569952006175	-0.09	0.013	9.886	0
351	1569952006186	-0.081	-0.007	9.898	0
352	1569952006195	-0.086	0.009	9.905	0
353	1569952006205	-0.092	0.027	9.911	0
354	1569952006216	-0.092	0.001	9.881	0
355	1569952006225	-0.075	0.02	9.878	0
356	1569952006235	-0.069	0.007	9.892	0
357	1569952006245	-0.084	0.003	9.91	0
358	1569952006255	-0.087	0.01	9.886	0
359	1569952006265	-0.08	0.01	9.899	0
360	1569952006275	-0.095	0.014	9.899	0
361	1569952006285	-0.099	0.001	9.901	0
362	1569952006295	-0.098	0.008	9.896	0
363	1569952006305	-0.103	0.002	9.907	0
364	1569952006315	-0.089	-0.014	9.896	0
365	1569952006325	-0.078	0.008	9.91	0
366	1569952006335	-0.088	-0.002	9.882	0
367	1569952006345	-0.081	0.001	9.886	0
368	1569952006355	-0.078	0.001	9.897	0
369	1569952006365	-0.092	0.004	9.905	0
370	1569952006375	-0.088	-0.004	9.884	0
371	1569952006385	-0.09	-0.01	9.892	0
372	1569952006395	-0.074	-0.001	9.892	0
373	1569952006405	-0.093	0.022	9.908	0
374	1569952006415	-0.087	0.006	9.912	0
375	1569952006425	-0.07	0.019	9.887	0
376	1569952006435	-0.084	0.014	9.899	0
377	1569952006445	-0.085	0.014	9.906	0
378	1569952006456	-0.081	0.024	9.912	0
379	1569952006465	-0.082	0.002	9.901	0
380	1569952006475	-0.09	0.009	9.904	0
381	1569952006485	-0.092	0.001	9.887	0
382	1569952006495	-0.086	-0.004	9.901	0
383	1569952006505	-0.086	0.024	9.897	0
384	1569952006515	-0.093	0.013	9.901	0
385	1569952006525	-0.098	0.005	9.899	0
386	1569952006535	-0.083	-0.001	9.904	0
387	1569952006545	-0.093	0.012	9.879	0
388	1569952006555	-0.076	0.004	9.904	0
389	1569952006565	-0.076	0.001	9.89	0
390	1569952006575	-0.09	0.007	9.901	0
391	1569952006585	-0.096	0.001	9.876	0
392	1569952006595	-0.084	-0.008	9.886	0
393	1569952006605	-0.09	0.011	9.902	0
394	1569952006615	-0.088	0.016	9.892	0
395	1569952006625	-0.082	-0.003	9.881	0
396	1569952006635	-0.095	0.015	9.902	0
397	1569952006645	-0.086	0.005	9.908	0
398	1569952006655	-0.093	-0.007	9.891	0
399	1569952006665	-0.09	0.017	9.895	0
400	1569952006675	-0.09	0.017	9.91	0
401	1569952006685	-0.085	0.004	9.91	0
402	1569952006695	-0.077	0.022	9.91	0
403	1569952006705	-0.096	-0.001	9.905	0
404	1569952006715	-0.077	0.002	9.878	0
405	1569952006725	-0.081	0.012	9.907	0
406	1569952006735	-0.089	0.019	9.899	0
407	1569952006745	-0.086	0.003	9.89	0
408	1569952006756	-0.09	0.017	9.895	0
409	1569952006765	-0.084	0.007	9.886	0
410	1569952006775	-0.083	0.014	9.91	0
411	1569952006785	-0.09	-0.002	9.898	0
412	1569952006795	-0.081	-0.002	9.895	0
413	1569952006805	-0.078	-0.002	9.892	0
414	1569952006815	-0.085	0.017	9.904	0
415	1569952006825	-0.09	0.002	9.896	0
416	1569952006835	-0.078	0.007	9.881	0
417	1569952006845	-0.073	0.004	9.889	0
418	1569952006855	-0.098	-0.001	9.934	0
419	1569952006865	-0.087	0.001	9.915	0
420	1569952006875	-0.094	0.01	9.889	0
421	1569952006885	-0.078	-0.001	9.886	0
422	1569952006895	-0.075	0.004	9.887	0
423	1569952006905	-0.078	0.016	9.901	0
424	1569952006915	-0.098	0.007	9.873	0
425	1569952006925	-0.096	0.013	9.898	0
426	1569952006935	-0.083	0.007	9.886	0
427	1569952006945	-0.08	0.007	9.884	0
428	1569952006955	-0.076	0.023	9.884	0
429	1569952006965	-0.075	0.01	9.898	0
430	1569952006975	-0.086	0.008	9.883	0
431	1569952006985	-0.088	0.001	9.891	0
432	1569952006995	-0.078	0.006	9.901	0
433	1569952007005	-0.075	-0.001	9.89	0
434	1569952007015	-0.087	0.013	9.893	0
435	1569952007025	-0.093	0.007	9.901	0
436	1569952007035	-0.071	0.009	9.897	0
437	1569952007045	-0.077	0.023	9.909	0
438	1569952007055	-0.095	0.003	9.895	0
439	1569952007065	-0.073	0.011	9.895	0
440	1569952007075	-0.086	0.027	9.881	0
441	1569952007085	-0.077	0.003	9.884	0
442	1569952007095	-0.091	-0.006	9.891	0
443	1569952007105	-0.095	0.004	9.893	0
444	1569952007115	-0.09	0.002	9.904	0
445	1569952007126	-0.087	0.002	9.903	0
446	1569952007148	-0.077	0.021	9.885	0
447	1569952007149	-0.089	0.01	9.902	0
448	1569952007160	-0.09	0.018	9.903	0
449	1569952007165	-0.071	0.016	9.892	0
450	1569952007176	-0.093	0.011	9.884	0
451	1569952007185	-0.08	0.01	9.887	0
452	1569952007195	-0.085	0.01	9.91	0
453	1569952007205	-0.072	0.01	9.905	0
454	1569952007215	-0.08	0.017	9.892	0
455	1569952007225	-0.077	0.017	9.902	0
456	1569952007235	-0.077	0.007	9.889	0
457	1569952007245	-0.083	0.01	9.889	0
458	1569952007255	-0.086	0.01	9.896	0
459	1569952007265	-0.068	0.013	9.896	0
460	1569952007275	-0.081	0.018	9.888	0
461	1569952007285	-0.086	-0.001	9.901	0
462	1569952007295	-0.074	0.019	9.89	0
463	1569952007305	-0.079	0.014	9.886	0
464	1569952007315	-0.087	0.006	9.902	0
465	1569952007325	-0.086	0.004	9.88	0
466	1569952007335	-0.081	0.01	9.881	0
467	1569952007345	-0.085	0.01	9.902	0
468	1569952007355	-0.076	0.014	9.896	0
469	1569952007365	-0.075	0.019	9.89	0
470	1569952007375	-0.089	0.02	9.902	0
471	1569952007385	-0.085	0.018	9.895	0
472	1569952007395	-0.08	0.017	9.885	0
473	1569952007405	-0.09	0.004	9.908	0
474	1569952007415	-0.079	-0.01	9.884	0
475	1569952007425	-0.1	-0.006	9.886	0
476	1569952007435	-0.099	0.007	9.896	0
477	1569952007445	-0.082	0.011	9.895	0
478	1569952007455	-0.087	0.01	9.908	0
479	1569952007465	-0.092	-0.014	9.902	0
480	1569952007475	-0.081	0.008	9.897	0
481	1569952007485	-0.077	0.021	9.88	0
482	1569952007495	-0.081	0.013	9.892	0
483	1569952007505	-0.087	-0.006	9.907	0
484	1569952007515	-0.089	0.007	9.894	0
485	1569952007525	-0.092	-0.007	9.899	0
486	1569952007535	-0.081	0.013	9.895	0
487	1569952007545	-0.078	0.011	9.894	0
488	1569952007555	-0.083	0.006	9.901	0
489	1569952007565	-0.088	0.011	9.881	0
490	1569952007575	-0.077	0.008	9.911	0
491	1569952007585	-0.077	0.011	9.893	0
492	1569952007595	-0.086	0.006	9.91	0
493	1569952007605	-0.086	0.004	9.904	0
494	1569952007615	-0.091	0.02	9.91	0
495	1569952007625	-0.093	0.017	9.899	0
496	1569952007636	-0.074	-0.002	9.901	0
497	1569952007646	-0.083	0.02	9.889	0
498	1569952007656	-0.08	0.014	9.893	0
499	1569952007665	-0.08	-0.001	9.893	0
500	1569952007675	-0.107	0.007	9.91	0
501	1569952007685	-0.082	0.007	9.911	0
502	1569952007695	-0.092	0.009	9.896	0
503	1569952007705	-0.078	0.009	9.901	0
504	1569952007715	-0.079	0.009	9.886	0
505	1569952007725	-0.09	0.007	9.891	0
506	1569952007735	-0.098	-0.003	9.898	0
507	1569952007745	-0.078	0.005	9.892	0
508	1569952007755	-0.095	-0.005	9.895	0
509	1569952007765	-0.08	0.017	9.88	0
510	1569952007775	-0.072	0.004	9.912	0
511	1569952007785	-0.083	0.004	9.899	0
512	1569952007795	-0.069	0.004	9.905	0
513	1569952007805	-0.069	0.029	9.905	0
514	1569952007815	-0.08	0.019	9.888	0
515	1569952007825	-0.084	0.025	9.893	0
516	1569952007835	-0.091	0.017	9.896	0
517	1569952007845	-0.092	0.022	9.884	0
518	1569952007855	-0.09	0.007	9.898	0
519	1569952007865	-0.079	-0.007	9.897	0
520	1569952007875	-0.084	0.004	9.902	0
521	1569952007885	-0.083	0.008	9.915	0
522	1569952007895	-0.086	0.009	9.895	0
523	1569952007905	-0.093	0.012	9.881	0
524	1569952007915	-0.077	-0.004	9.912	0
525	1569952007925	-0.084	-0.013	9.893	0
526	1569952007935	-0.091	0.004	9.902	0
527	1569952007945	-0.079	-0.001	9.894	0
528	1569952007955	-0.083	0.011	9.905	0
529	1569952007965	-0.095	0.001	9.898	0
530	1569952007975	-0.083	0.002	9.875	0
531	1569952007985	-0.083	-0.001	9.893	0
532	1569952007995	-0.086	0.001	9.891	0
533	1569952008005	-0.082	-0.005	9.905	0
534	1569952008015	-0.099	0.006	9.899	0
535	1569952008025	-0.082	0.008	9.881	0
536	1569952008035	-0.096	0.019	9.883	0
537	1569952008045	-0.096	-0.015	9.899	0
538	1569952008055	-0.071	0.007	9.898	0
539	1569952008065	-0.094	0.008	9.883	0
540	1569952008075	-0.097	0.019	9.897	0
541	1569952008085	-0.089	0.001	9.899	0
542	1569952008095	-0.074	0.004	9.893	0
543	1569952008105	-0.071	0.02	9.896	0
544	1569952008115	-0.079	0.017	9.895	0
545	1569952008125	-0.089	0.02	9.893	0
546	1569952008135	-0.098	0.015	9.887	0
547	1569952008145	-0.092	0.005	9.896	0
548	1569952008155	-0.09	0.014	9.899	0
549	1569952008165	-0.095	0.005	9.877	0
550	1569952008175	-0.089	0.019	9.885	0
551	1569952008185	-0.085	0.004	9.906	0
552	1569952008195	-0.101	0.008	9.898	0
553	1569952008205	-0.084	0.001	9.884	0
554	1569952008215	-0.094	0.001	9.903	0
555	1569952008225	-0.084	0.016	9.901	0
556	1569952008235	-0.094	0.008	9.89	0
557	1569952008245	-0.074	0.005	9.891	0
558	1569952008255	-0.092	0.016	9.892	0
559	1569952008265	-0.075	0.011	9.902	0
560	1569952008275	-0.083	0.023	9.895	0
561	1569952008285	-0.091	0.013	9.905	0
562	1569952008295	-0.083	0.019	9.898	0
563	1569952008305	-0.084	0.01	9.913	0
564	1569952008315	-0.086	0.032	9.905	0
565	1569952008325	-0.08	-0.009	9.91	0
566	1569952008335	-0.087	0.002	9.898	0
567	1569952008345	-0.093	0.005	9.891	0
568	1569952008355	-0.087	0.005	9.898	0
569	1569952008365	-0.087	0.013	9.898	0
570	1569952008375	-0.092	0.008	9.892	0
571	1569952008385	-0.074	0.012	9.894	0
572	1569952008395	-0.078	0.014	9.904	0
573	1569952008405	-0.086	0.019	9.89	0
574	1569952008415	-0.077	-0.002	9.887	0
575	1569952008425	-0.084	-0.004	9.913	0
576	1569952008435	-0.089	0.008	9.904	0
577	1569952008445	-0.099	0.001	9.899	0
578	1569952008455	-0.074	0.02	9.904	0
579	1569952008465	-0.093	-0.001	9.898	0
580	1569952008482	-0.092	0.012	9.91	0
581	1569952008485	-0.09	0.007	9.893	0
582	1569952008495	-0.087	0.002	9.896	0
583	1569952008505	-0.078	0.02	9.902	0
584	1569952008516	-0.096	0.008	9.907	0
585	1569952008525	-0.098	0.005	9.893	0
586	1569952008535	-0.078	0.009	9.889	0
587	1569952008545	-0.089	-0.002	9.889	0
588	1569952008556	-0.078	0.008	9.909	0
589	1569952008565	-0.092	0.004	9.902	0
590	1569952008575	-0.084	-0.004	9.902	0
591	1569952008585	-0.09	0.004	9.889	0
592	1569952008595	-0.08	0.023	9.869	0
593	1569952008605	-0.078	-0.008	9.887	0
594	1569952008615	-0.099	-0.004	9.901	0
595	1569952008625	-0.079	0.01	9.907	0
596	1569952008644	-0.084	0.01	9.887	0
597	1569952008646	-0.071	-0.004	9.9	0
598	1569952008661	-0.067	0.015	9.892	0
599	1569952008666	-0.084	0.008	9.887	0
600	1569952008675	-0.083	0.006	9.899	0
601	1569952008685	-0.069	0.004	9.907	0
